seq,timestamp_ms,red,ir,red_corrected,ir_corrected,datetime
1803,171170,41157,100542,4.437920684450338,32.58546309242229,1970-01-01 00:02:51.170
1804,171199,41148,100532,-4.831903582702024,22.5731578472267,1970-01-01 00:02:51.199
1805,171213,41129,100548,-23.93033186452601,38.34915565756389,1970-01-01 00:02:51.213
1806,171227,41163,100527,9.776054055719872,17.344041446339578,1970-01-01 00:02:51.227
1807,171260,41161,100545,7.846115550783071,35.03893773315892,1970-01-01 00:02:51.260
1808,171269,41146,100542,-7.092958649353525,31.830209978387614,1970-01-01 00:02:51.269
1809,171289,41098,100544,-54.90790178516651,33.636254237874304,1970-01-01 00:02:51.289
1810,171309,41146,100543,-6.964115869872141,32.4481911729347,1970-01-01 00:02:51.309
1811,171330,41152,100546,-1.19458605421228,35.38292649565193,1970-01-01 00:02:51.330
1812,171358,41141,100536,-11.834869413367397,25.166527662073385,1970-01-01 00:02:51.358
1813,171373,41151,100551,-1.804861656181596,40.047277726695455,1970-01-01 00:02:51.373
1814,171394,41143,100544,-9.531883000705497,32.82189454870573,1970-01-01 00:02:51.394
1815,171419,41147,100548,-5.531347749464505,36.59432615794698,1970-01-01 00:02:51.419
1816,171444,41160,100545,7.39061028404848,33.343054294357174,1970-01-01 00:02:51.444
1817,171455,41148,100554,-4.578848161519161,42.1451610747814,1970-01-01 00:02:51.455
1818,171475,41146,100550,-6.500875572385622,38.01091252686692,1970-01-01 00:02:51.475
1819,171495,41147,100558,-5.427967514838059,45.837665404555615,1970-01-01 00:02:51.495
1820,171511,41164,100568,11.301720401337484,55.54484762523124,1970-01-01 00:02:51.511
1821,171528,41153,100556,0.1777293272246689,43.39318491902432,1970-01-01 00:02:51.528
1822,171548,41177,100557,23.921600057064957,44.08673801601845,1970-01-01 00:02:51.548
1823,171576,41152,100574,-1.023026688920753,60.75845241238135,1970-01-01 00:02:51.576
1824,171596,41160,100573,7.0271703972509325,59.462712788074,1970-01-01 00:02:51.596
1825,171620,41152,100573,-1.4539682024905316,59.541761780809885,1970-01-01 00:02:51.620
1826,171639,41136,100570,-17.03784823317781,55.867300763747686,1970-01-01 00:02:51.639
1827,171653,41148,100596,-4.707814301816559,81.26555569494684,1970-01-01 00:02:51.653
1828,171667,41145,100590,-8.032402627347675,74.93951705738849,1970-01-01 00:02:51.667
1829,171691,41152,100598,-0.8526585810499228,82.76293409892315,1970-01-01 00:02:51.691
1830,171711,41172,100595,19.05818803046592,79.31402222193016,1970-01-01 00:02:51.711
1831,171743,41163,100620,9.812758850271477,103.55769537280574,1970-01-01 00:02:51.743
1832,171759,41143,100611,-10.290552180669426,94.14834829037292,1970-01-01 00:02:51.759
1833,171779,41160,100586,6.465770156856851,68.99350742337224,1970-01-01 00:02:51.779
1834,171793,41154,100605,0.4576121098156189,87.6818526378051,1970-01-01 00:02:51.793
1835,171821,41152,100612,-1.0492906566999194,93.89384653479848,1970-01-01 00:02:51.821
1836,171835,41153,100586,-0.1375011288829881,67.53283142845166,1970-01-01 00:02:51.835
1837,171856,41148,100607,-5.12365745386231,88.17271433668854,1970-01-01 00:02:51.856
1838,171876,41162,100613,8.998412788145906,93.79349779854152,1970-01-01 00:02:51.876
1839,171901,41159,100613,5.851366188068931,93.16332325813184,1970-01-01 00:02:51.901
1840,171921,41156,100595,2.655474646998112,74.58578225364042,1970-01-01 00:02:51.921
1841,171936,41131,100588,-21.981968907647605,67.08389896129248,1970-01-01 00:02:51.936
1842,171950,41154,100596,0.8602007977125958,75.04341057530797,1970-01-01 00:02:51.950
1843,171967,41145,100571,-8.674789365651893,50.11271209065064,1970-01-01 00:02:51.967
1844,171987,41147,100574,-6.40290814860778,52.48956223534905,1970-01-01 00:02:51.987
1845,172008,41149,100579,-4.46216447018436,57.204510693066986,1970-01-01 00:02:52.008
1846,172028,41136,100574,-17.58086333057109,52.08986783894805,1970-01-01 00:02:52.028
1847,172062,41146,100565,-6.920295505754608,42.38542309710677,1970-01-01 00:02:52.062
1848,172079,41138,100565,-15.13154544842473,42.25835076227431,1970-01-01 00:02:52.079
1849,172095,41151,100573,-2.2858351643349435,50.4848381601564,1970-01-01 00:02:52.095
1850,172111,41138,100561,-15.178960943004832,38.07334387126387,1970-01-01 00:02:52.111
1851,172129,41142,100583,-11.29335562400894,59.54270694975237,1970-01-01 00:02:52.129
1852,172149,41140,100588,-13.248114507113488,64.2467733799139,1970-01-01 00:02:52.149
1853,172169,41150,100566,-3.228622477747418,42.08859441363345,1970-01-01 00:02:52.169
1854,172189,41141,100586,-12.164102212326975,61.831520362250586,1970-01-01 00:02:52.189
1855,172221,41130,100586,-22.830128407027924,61.56227712938344,1970-01-01 00:02:52.221
1856,172237,41123,100588,-29.79518780167105,63.14187197261373,1970-01-01 00:02:52.237
1857,172254,41119,100576,-33.99955200167151,50.98629173694961,1970-01-01 00:02:52.254
1858,172271,41129,100576,-23.993188415116336,50.64746243770648,1970-01-01 00:02:52.271
1859,172296,41148,100571,-4.29623153615905,45.46401688935602,1970-01-01 00:02:52.296
1860,172316,41161,100582,8.512971894159513,56.154858631679765,1970-01-01 00:02:52.316
1861,172336,41131,100583,-21.52750884264412,56.8421564884187,1970-01-01 00:02:52.336
1862,172356,41129,100588,-23.558425325735136,61.50592817898482,1970-01-01 00:02:52.356
1863,172378,41137,100585,-15.863707340976838,58.38716755003435,1970-01-01 00:02:52.378
1864,172393,41132,100591,-21.017810453236265,64.18996208374955,1970-01-01 00:02:52.393
1865,172421,41127,100585,-25.80441905805129,57.24504904983525,1970-01-01 00:02:52.421
1866,172443,41143,100622,-9.210709369560714,93.9724306629842,1970-01-01 00:02:52.443
1867,172455,41131,100608,-20.94584269246198,79.58535227783757,1970-01-01 00:02:52.455
1868,172475,41128,100606,-23.62677723392112,77.14966341144552,1970-01-01 00:02:52.475
1869,172495,41147,100609,-4.403209109341489,79.70096249927734,1970-01-01 00:02:52.495
1870,172518,41118,100612,-33.554218547093946,82.70528653678367,1970-01-01 00:02:52.518
1871,172535,41134,100612,-17.22387440657102,82.50212294638597,1970-01-01 00:02:52.535
1872,172550,41125,100612,-26.485385628643805,81.92679928057719,1970-01-01 00:02:52.550
1873,172578,41143,100626,-7.882369635443366,95.09673954073894,1970-01-01 00:02:52.578
1874,172597,41129,100639,-22.30460326259892,107.68182102236196,1970-01-01 00:02:52.597
1875,172624,41143,100627,-8.091305239128367,95.09984352915968,1970-01-01 00:02:52.624
1876,172636,41134,100621,-16.987855637506446,88.66477716471162,1970-01-01 00:02:52.636
1877,172656,41128,100648,-22.934480368105437,115.19804212747805,1970-01-01 00:02:52.656
1878,172680,41136,100630,-14.952400941079876,96.54533939996962,1970-01-01 00:02:52.680
1879,172700,41142,100634,-8.98999738967239,99.87853634358704,1970-01-01 00:02:52.700
1880,172721,41146,100627,-5.631864524850044,92.51632857925306,1970-01-01 00:02:52.721
1881,172745,41145,100626,-6.472167135148805,91.0963543071133,1970-01-01 00:02:52.745
1882,172754,41130,100607,-21.280331827571597,71.74916967580177,1970-01-01 00:02:52.754
1883,172774,41114,100613,-36.88847531521919,77.42467881998415,1970-01-01 00:02:52.774
1884,172794,41125,100611,-25.55244326212796,75.11217702206005,1970-01-01 00:02:52.794
1885,172808,41135,100612,-15.49753752728784,75.68159193649697,1970-01-01 00:02:52.808
1886,172828,41128,100616,-22.71898203267164,79.03790977194657,1970-01-01 00:02:52.828
1887,172860,41132,100610,-18.397530956339352,72.6585735791771,1970-01-01 00:02:52.860
1888,172882,41129,100620,-21.017762097548555,82.55654096006343,1970-01-01 00:02:52.882
1889,172900,41121,100609,-29.04870547201089,71.20931054097994,1970-01-01 00:02:52.900
1890,172920,41131,100614,-19.21218259345721,75.80604803555677,1970-01-01 00:02:52.920
1891,172940,41123,100608,-27.33604135327136,69.4347310041574,1970-01-01 00:02:52.940
1892,172962,41136,100613,-14.363449577031489,74.09970406719347,1970-01-01 00:02:52.962
1893,172978,41149,100628,-1.5807013758465835,88.53618664176739,1970-01-01 00:02:52.978
1894,172997,41123,100636,-27.25133599830055,95.90470680315906,1970-01-01 00:02:52.997
1895,173013,41122,100630,-27.51874454215117,89.34090244141929,1970-01-01 00:02:53.013
1896,173030,41130,100628,-19.32773433126392,86.88539032076781,1970-01-01 00:02:53.030
1897,173053,41134,100622,-16.299248106507864,80.74578829433935,1970-01-01 00:02:53.053
1898,173087,41121,100631,-28.83716153530042,89.08682559165531,1970-01-01 00:02:53.087
1899,173092,41126,100624,-23.678569885713085,81.66945367629499,1970-01-01 00:02:53.092
1900,173112,41107,100658,-42.34808252520718,115.22082548958124,1970-01-01 00:02:53.112
1901,173130,41128,100623,-20.95994171020093,79.72045440037243,1970-01-01 00:02:53.130
1902,173150,41132,100626,-16.502359409658567,82.1285728678603,1970-01-01 00:02:53.150
1903,173179,41115,100643,-33.79957734832281,98.78241875845478,1970-01-01 00:02:53.179
1904,173193,41124,100638,-24.699767935558526,93.34716157429408,1970-01-01 00:02:53.193
1905,173213,41125,100626,-23.51165902030339,80.88516379369364,1970-01-01 00:02:53.213
1906,173240,41135,100647,-13.424414489374788,101.39426370635502,1970-01-01 00:02:53.240
1907,173252,41139,100639,-9.356425983502692,92.93762976604944,1970-01-01 00:02:53.252
1908,173272,41130,100611,-18.006552765237053,64.668712791342,1970-01-01 00:02:53.272
1909,173301,41124,100649,-25.0898987063642,101.8768366099593,1970-01-01 00:02:53.301
1910,173316,41117,100632,-31.7547185916876,84.47697369865102,1970-01-01 00:02:53.316
1911,173331,41130,100646,-18.56956793150829,98.30332334512418,1970-01-01 00:02:53.331
1912,173364,41109,100639,-39.42357259499995,90.73562246553108,1970-01-01 00:02:53.364
1913,173384,41116,100647,-32.30980197344957,98.13502956974608,1970-01-01 00:02:53.384
1914,173402,41124,100648,-24.08919099248253,98.6063606565937,1970-01-01 00:02:53.402
1915,173422,41124,100607,-23.602716731189123,57.395354278812285,1970-01-01 00:02:53.422
1916,173438,41123,100647,-24.56769101795099,96.94710172168594,1970-01-01 00:02:53.438
1917,173456,41116,100647,-31.09265893335464,96.29902804427606,1970-01-01 00:02:53.456
1918,173472,41118,100641,-29.137284079196775,89.78688128582591,1970-01-01 00:02:53.472
1919,173497,41131,100651,-16.082933059514623,99.33794145418294,1970-01-01 00:02:53.497
1920,173521,41125,100649,-22.209603321611237,96.90239930278489,1970-01-01 00:02:53.521
1921,173541,41125,100643,-22.36035236846982,90.4873737190947,1970-01-01 00:02:53.541
1922,173557,41123,100637,-24.232663913619877,84.118899129013,1970-01-01 00:02:53.557
1923,173577,41115,100624,-31.704371290309865,70.87177077909632,1970-01-01 00:02:53.577
1924,173594,41116,100628,-30.42031080118227,74.19853074468449,1970-01-01 00:02:53.594
1925,173616,41114,100610,-32.2061105386099,55.75491739860644,1970-01-01 00:02:53.616
1926,173631,41108,100612,-38.19936053550616,57.59429841295003,1970-01-01 00:02:53.631
1927,173651,41110,100599,-36.14296260126854,44.477351608137816,1970-01-01 00:02:53.651
1928,173671,41106,100600,-39.93131000840106,45.26697319195067,1970-01-01 00:02:53.671
1929,173691,41104,100598,-41.7105648430537,43.0677762011104,1970-01-01 00:02:53.691
1930,173715,41108,100580,-37.064281685898045,24.48906716598737,1970-01-01 00:02:53.715
1931,173730,41103,100590,-42.39630981493109,34.3200075893561,1970-01-01 00:02:53.730
1932,173760,41096,100571,-49.22847444329556,15.74405643761648,1970-01-01 00:02:53.760
1933,173776,41097,100566,-48.05606251091993,10.66510045826059,1970-01-01 00:02:53.776
1934,173792,41094,100584,-50.48981595327484,28.38185328649541,1970-01-01 00:02:53.792
1935,173812,41087,100587,-56.74802472669942,31.036059222742026,1970-01-01 00:02:53.812
1936,173835,41095,100582,-48.58394886059196,25.880905013760987,1970-01-01 00:02:53.835
1937,173855,41089,100564,-54.43295871212344,7.834304022450322,1970-01-01 00:02:53.855
1938,173877,41096,100581,-47.83405322109169,24.92554493902861,1970-01-01 00:02:53.877
1939,173892,41092,100573,-51.03917712996456,16.95559364484027,1970-01-01 00:02:53.892
1940,173922,41082,100580,-60.72148483149996,23.71519707363299,1970-01-01 00:02:53.922
1941,173944,41094,100586,-48.212270471445606,29.266929774778102,1970-01-01 00:02:53.944
1942,173967,41099,100579,-43.50222212782219,22.27418110613976,1970-01-01 00:02:53.967
1943,173987,41098,100584,-44.79713331345357,27.27838371813917,1970-01-01 00:02:53.987
1944,174004,41102,100584,-40.52357417911982,27.09688119869415,1970-01-01 00:02:54.004
1945,174024,41080,100580,-61.99535954024853,22.888377120910985,1970-01-01 00:02:54.024
1946,174041,41097,100583,-45.09531853054498,25.73691380132368,1970-01-01 00:02:54.041
1947,174058,41075,100596,-66.59916115811633,38.61875423074636,1970-01-01 00:02:54.058
1948,174074,41093,100580,-48.33914937527922,22.62775671797313,1970-01-01 00:02:54.074
1949,174102,41082,100593,-58.82189018998706,35.4254756239943,1970-01-01 00:02:54.102
1950,174112,41089,100590,-51.48850254577184,32.242275604218065,1970-01-01 00:02:54.112
1951,174132,41092,100583,-48.11922078692536,25.090626485286084,1970-01-01 00:02:54.132
1952,174152,41081,100583,-58.69606404994532,24.939651133737083,1970-01-01 00:02:54.152
1953,174172,41093,100593,-46.27196937078895,34.552825305874954,1970-01-01 00:02:54.172
1954,174202,41098,100591,-41.46685199491712,32.56248921052957,1970-01-01 00:02:54.202
1955,174217,41085,100594,-54.00366704667447,35.425729720331574,1970-01-01 00:02:54.217
1956,174249,41091,100589,-47.58800553584286,30.270214399566807,1970-01-01 00:02:54.249
1957,174255,41086,100575,-52.36872491319578,16.156858600324085,1970-01-01 00:02:54.255
1958,174275,41093,100500,-45.352581791731865,-58.67489825618311,1970-01-01 00:02:54.275
1959,174295,41089,100614,-49.31749768182008,54.921917105811055,1970-01-01 00:02:54.295
1960,174318,41090,100587,-48.600361076677466,27.916142858912167,1970-01-01 00:02:54.318
1961,174336,41093,100591,-45.156842535559264,32.00507523244054,1970-01-01 00:02:54.336
1962,174354,41087,100605,-50.92050267168654,45.55277425941777,1970-01-01 00:02:54.354
1963,174376,41078,100598,-59.64331364870512,38.12501763309239,1970-01-01 00:02:54.376
1964,174391,41084,100590,-53.378210565286224,29.9961582906586,1970-01-01 00:02:54.391
1965,174411,41083,100601,-54.10388885185744,40.8784576422448,1970-01-01 00:02:54.411
1966,174446,41095,100588,-41.56043615569929,27.91129222862625,1970-01-01 00:02:54.446
1967,174466,41091,100591,-45.095126153438535,30.85400120765415,1970-01-01 00:02:54.466
1968,174482,41076,100589,-59.49407655347938,28.497008977437385,1970-01-01 00:02:54.482
1969,174497,41079,100589,-56.417396932552855,28.18568710799409,1970-01-01 00:02:54.497
1970,174512,41081,100569,-53.9981011396504,8.210549245330405,1970-01-01 00:02:54.512
1971,174536,41075,100553,-60.003856276190966,-7.562887865062076,1970-01-01 00:02:54.536
1972,174556,41074,100539,-60.63863258680524,-21.67151937106859,1970-01-01 00:02:54.556
1973,174576,41063,100557,-71.40824245372488,-3.632288723641371,1970-01-01 00:02:54.576
1974,174596,41061,100524,-73.23236394748375,-36.348649562498814,1970-01-01 00:02:54.596
1975,174616,41067,100535,-67.08824364199093,-25.12087972736626,1970-01-01 00:02:54.616
1976,174636,41065,100531,-68.44484000161708,-29.27239889829563,1970-01-01 00:02:54.636
1977,174651,41081,100524,-52.17238925278691,-36.13392690678224,1970-01-01 00:02:54.651
1978,174681,41070,100525,-63.30462767353499,-34.56270599303261,1970-01-01 00:02:54.681
1979,174693,41055,100524,-78.05351459222045,-35.287887414593,1970-01-01 00:02:54.693
1980,174713,41064,100524,-68.58626500592577,-35.19533191698866,1970-01-01 00:02:54.713
1981,174733,41059,100537,-73.09565060139815,-22.16862232345579,1970-01-01 00:02:54.733
1982,174753,41068,100547,-63.65178820272242,-12.192429404479917,1970-01-01 00:02:54.753
1983,174774,41057,100527,-74.7174147867161,-32.151700331710344,1970-01-01 00:02:54.774
1984,174805,41062,100529,-69.09411880032631,-29.724935754581143,1970-01-01 00:02:54.805
1985,174820,41068,100514,-62.94008588329066,-44.53092796611333,1970-01-01 00:02:54.820
1986,174834,41060,100538,-70.59111091601804,-20.427875398304774,1970-01-01 00:02:54.834
1987,174854,41053,100531,-77.18714543554287,-27.269098954165216,1970-01-01 00:02:54.854
1988,174874,41060,100529,-69.82003252542751,-29.100970144997188,1970-01-01 00:02:54.874
1989,174906,41065,100530,-64.68642914008157,-28.12533176726142,1970-01-01 00:02:54.906
1990,174922,41071,100541,-57.79309549801436,-17.39782242973051,1970-01-01 00:02:54.922
1991,174937,41065,100550,-63.811692436471056,-8.469587466622375,1970-01-01 00:02:54.937
1992,174952,41055,100553,-73.00147201746059,-5.051495308374578,1970-01-01 00:02:54.952
1993,174969,41072,100531,-55.982133126021296,-26.762800727941983,1970-01-01 00:02:54.969
1994,174989,41056,100543,-71.94876249743554,-14.793699180947865,1970-01-01 00:02:54.989
1995,175016,41047,100541,-80.3213000910813,-16.830299877593177,1970-01-01 00:02:55.016
1996,175036,41057,100568,-69.74684182119736,10.028617059277003,1970-01-01 00:02:55.036
1997,175056,41065,100537,-61.21406258963038,-20.957168707076256,1970-01-01 00:02:55.056
1998,175079,41056,100547,-69.82345400384987,-10.99954435098504,1970-01-01 00:02:55.079
1999,175095,41061,100556,-65.24615735662155,-2.0180328019898126,1970-01-01 00:02:55.095
2000,175125,41066,100574,-60.31950534021338,16.180310030225364,1970-01-01 00:02:55.125
2001,175145,41062,100548,-64.25398412837717,-9.732153517049952,1970-01-01 00:02:55.145
2002,175152,41053,100569,-72.88069811460585,11.168442137759886,1970-01-01 00:02:55.152
2003,175172,41069,100570,-56.40087252185311,11.96001465530051,1970-01-01 00:02:55.172
2004,175194,41070,100579,-54.89049976894006,20.865731867575043,1970-01-01 00:02:55.194
2005,175231,41051,100574,-73.27707750855241,16.046080222649433,1970-01-01 00:02:55.231
2006,175233,41072,100581,-52.00314397970917,22.921004580368084,1970-01-01 00:02:55.233
2007,175253,41057,100569,-66.23313506292443,10.64466681140176,1970-01-01 00:02:55.253
2008,175290,41068,100586,-54.89128120934017,27.45876402849165,1970-01-01 00:02:55.290
2009,175298,41057,100588,-65.63107181224565,29.29522727569641,1970-01-01 00:02:55.298
2010,175318,41060,100692,-62.5122284924126,132.62305047145898,1970-01-01 00:02:55.318
2011,175338,41071,100606,-51.44724574842851,46.40261166934141,1970-01-01 00:02:55.338
2012,175358,41060,100602,-62.32452224570094,42.23092423751636,1970-01-01 00:02:55.358
2013,175378,41070,100611,-52.2532834351894,51.01534135607098,1970-01-01 00:02:55.378
2014,175394,41063,100591,-59.06406800469586,30.82277963806077,1970-01-01 00:02:55.394
2015,175425,41061,100605,-60.20589111600013,44.36909939866562,1970-01-01 00:02:55.425
2016,175447,41060,100640,-61.13625703132104,79.09754988102024,1970-01-01 00:02:55.447
2017,175467,41068,100613,-53.04586028040501,51.94765079092093,1970-01-01 00:02:55.467
2018,175487,41073,100606,-47.98171320070563,44.83409904215246,1970-01-01 00:02:55.487
2019,175491,41062,100618,-58.73605454954956,56.56605755714628,1970-01-01 00:02:55.491
2020,175511,41057,100484,-62.72979648218326,-77.2594137169076,1970-01-01 00:02:55.511
2021,175542,41068,100631,-51.41525043141398,69.17883134636985,1970-01-01 00:02:55.542
2022,175557,41055,100606,-64.30210184705217,44.21544159579747,1970-01-01 00:02:55.557
2023,175572,41061,100636,-58.46626301583175,73.90205049551443,1970-01-01 00:02:55.572
2024,175597,41074,100617,-45.4211569377998,54.49997080605267,1970-01-01 00:02:55.597
2025,175617,41073,100631,-46.30095941829583,68.14490252961686,1970-01-01 00:02:55.617
2026,175637,41043,100622,-76.0318342471624,58.83658996830884,1970-01-01 00:02:55.637
2027,175657,41055,100646,-63.82452606266463,82.40979934356506,1970-01-01 00:02:55.657
2028,175687,41071,100642,-47.32352260337855,78.17186769668874,1970-01-01 00:02:55.687
2029,175703,41075,100633,-42.77715763707887,68.67676721942576,1970-01-01 00:02:55.703
2030,175719,41073,100662,-44.431778756184336,97.11826035877635,1970-01-01 00:02:55.719
2031,175741,41057,100650,-60.24500559170894,84.54267846517705,1970-01-01 00:02:55.741
2032,175768,41074,100650,-42.61587888504028,84.22438580451325,1970-01-01 00:02:55.768
2033,175779,41060,100664,-56.295195260548056,97.77126642086648,1970-01-01 00:02:55.779
2034,175799,41072,100651,-44.68435100541396,84.38005827812455,1970-01-01 00:02:55.799
2035,175814,41067,100664,-49.56589364994201,96.84300110538824,1970-01-01 00:02:55.814
2036,175834,41064,100673,-52.40290184016829,105.234665023285,1970-01-01 00:02:55.834
2037,175865,41069,100690,-46.71964410499065,121.3393333272855,1970-01-01 00:02:55.865
2038,175881,41033,100687,-82.47397773450145,117.87878405654102,1970-01-01 00:02:55.881
2039,175908,41070,100696,-45.44564041393795,126.44573713547112,1970-01-01 00:02:55.908
2040,175928,41072,100701,-43.36888887972145,130.930542984462,1970-01-01 00:02:55.928
2041,175948,41071,100703,-44.28814020390045,132.4086788038663,1970-01-01 00:02:55.948
2042,175968,41068,100713,-47.56728929620261,141.45381112053724,1970-01-01 00:02:55.968
2043,175984,41064,100718,-50.657864130510255,145.41890438464068,1970-01-01 00:02:55.984
2044,176000,41072,100715,-42.52122528911753,141.50017495894434,1970-01-01 00:02:56.000
2045,176018,41072,100715,-42.68111098322012,141.3636044865523,1970-01-01 00:02:56.018
2046,176034,41079,100735,-35.52540969161609,160.76629016840985,1970-01-01 00:02:56.034
2047,176056,41075,100716,-39.16078018002034,141.02545740278467,1970-01-01 00:02:56.056
2048,176076,41084,100722,-29.77928256442434,146.10431977956114,1970-01-01 00:02:56.076
2049,176096,41074,100715,-39.34844804446679,138.22189288728833,1970-01-01 00:02:56.096
2050,176120,41077,100722,-36.233560149650174,144.41564298671415,1970-01-01 00:02:56.120
2051,176136,41079,100723,-33.95822569265721,144.6065368297473,1970-01-01 00:02:56.136
2052,176152,41077,100711,-36.55597612546804,132.07727054238543,1970-01-01 00:02:56.152
2053,176183,41085,100697,-28.20162728653616,117.51881989205864,1970-01-01 00:02:56.183
2054,176194,41073,100694,-40.06529235207999,113.82339756784496,1970-01-01 00:02:56.194
2055,176214,41078,100700,-34.804508328816944,119.25153115830936,1970-01-01 00:02:56.214
2056,176234,41051,100693,-61.40950972881996,111.71770623699756,1970-01-01 00:02:56.234
2057,176254,41070,100693,-42.11096762496984,111.18673259646246,1970-01-01 00:02:56.254
2058,176274,41065,100666,-46.69097690523995,83.7626294319522,1970-01-01 00:02:56.274
2059,176305,41062,100697,-49.54007065203342,113.99076700833062,1970-01-01 00:02:56.305
2060,176321,41083,100679,-28.52234468462832,95.45511286922267,1970-01-01 00:02:56.321
2061,176346,41054,100698,-57.22220198192506,113.9248658081916,1970-01-01 00:02:56.346
2062,176372,41066,100701,-44.84310712945207,116.37535446896968,1970-01-01 00:02:56.372
2063,176392,41019,100712,-91.22074085488217,126.75597513825524,1970-01-01 00:02:56.392
2064,176412,41063,100698,-46.82059245160318,112.20982670412248,1970-01-01 00:02:56.412
2065,176428,41061,100693,-49.64279680296488,106.78037708912944,1970-01-01 00:02:56.428
2066,176444,41068,100626,-41.42878463997077,39.54858847128926,1970-01-01 00:02:56.444
2067,176460,41059,100706,-50.53286469858264,118.8289253864054,1970-01-01 00:02:56.460
2068,176476,41067,100703,-42.499253982599605,115.4576037578035,1970-01-01 00:02:56.476
2069,176500,41050,100702,-59.48014235460492,113.81977495403218,1970-01-01 00:02:56.500
2070,176513,41053,100719,-56.33808946034418,130.11887309196115,1970-01-01 00:02:56.513
2071,176533,41068,100714,-41.130420791742566,124.55355320584522,1970-01-01 00:02:56.533
2072,176553,41072,100707,-36.94369324833357,117.02640399192568,1970-01-01 00:02:56.553
2073,176573,41058,100729,-50.68780212447766,138.392234596839,1970-01-01 00:02:56.573
2074,176594,41056,100719,-51.24884743486149,127.41883897097266,1970-01-01 00:02:56.594
2075,176614,41079,100709,-28.853680974026645,117.0119351510268,1970-01-01 00:02:56.614
2076,176633,41060,100720,-47.81295766986489,127.44266005405642,1970-01-01 00:02:56.633
2077,176658,41068,100727,-39.8021837098632,133.45731089983735,1970-01-01 00:02:56.658
2078,176678,41060,100714,-47.80011699734388,119.78665709387884,1970-01-01 00:02:56.678
2079,176698,41062,100725,-45.81425708075607,130.24415500571152,1970-01-01 00:02:56.698
2080,176718,41053,100726,-54.78444845694653,130.69997062442306,1970-01-01 00:02:56.718
2081,176743,41055,100726,-52.65738352837474,130.4884666370719,1970-01-01 00:02:56.743
2082,176759,41068,100729,-39.194451722171216,132.7298723618587,1970-01-01 00:02:56.759
2083,176775,41065,100748,-41.798807529438605,150.57767158175014,1970-01-01 00:02:56.775
2084,176796,41050,100733,-56.40909173779933,134.97476273507226,1970-01-01 00:02:56.796
2085,176816,41065,100729,-41.11369063444489,130.45507233368772,1970-01-01 00:02:56.816
2086,176836,41059,100732,-46.789232327735,132.9236967425704,1970-01-01 00:02:56.836
2087,176862,41059,100733,-45.91607587462468,132.79362169537916,1970-01-01 00:02:56.862
2088,176878,41066,100726,-38.543415878255686,124.97800632268816,1970-01-01 00:02:56.878
2089,176894,41062,100737,-42.561640978832,135.50850971531665,1970-01-01 00:02:56.894
2090,176925,41063,100736,-42.083620775148624,133.85559046157277,1970-01-01 00:02:56.925
2091,176946,41062,100731,-43.30738306310568,128.33485830664742,1970-01-01 00:02:56.946
2092,176967,41064,100737,-40.55785338447167,133.58927387711586,1970-01-01 00:02:56.967
2093,176980,41058,100715,-46.2098559473974,110.86332995085576,1970-01-01 00:02:56.980
2094,177000,41055,100718,-48.85458073910981,113.0102071093239,1970-01-01 00:02:57.000
2095,177023,41055,100721,-49.41206516367672,115.77762833064251,1970-01-01 00:02:57.023
2096,177049,41059,100723,-45.07688032231447,117.3170404476658,1970-01-01 00:02:57.049
2097,177069,41038,100715,-65.21256450713464,108.7293031472141,1970-01-01 00:02:57.069
2098,177074,41063,100714,-39.8879432460974,107.163686766084,1970-01-01 00:02:57.074
2099,177094,41063,100707,-39.14004590849399,99.55104287969324,1970-01-01 00:02:57.094
2100,177118,41055,100695,-47.47639168741582,87.29097524857066,1970-01-01 00:02:57.118
2101,177138,41055,100710,-47.81429945374721,101.95061471195248,1970-01-01 00:02:57.138
2102,177158,41056,100716,-47.15831591822268,107.58285037444044,1970-01-01 00:02:57.158
2103,177173,41047,100701,-56.18080896885127,91.95287151368434,1970-01-01 00:02:57.173
2104,177204,41048,100712,-54.243138111585225,102.46287939857967,1970-01-01 00:02:57.204
2105,177220,41053,100718,-49.23132556748187,107.97625926533016,1970-01-01 00:02:57.220
2106,177243,41053,100710,-49.33697160863137,98.49861687687168,1970-01-01 00:02:57.243
2107,177267,41052,100715,-49.759177892604455,103.29264152066092,1970-01-01 00:02:57.267
2108,177287,41054,100726,-47.19794320113398,114.08893882563456,1970-01-01 00:02:57.287
2109,177298,41051,100730,-49.71303487030284,117.51942460948656,1970-01-01 00:02:57.298
2110,177318,41054,100733,-45.971304119270506,119.77543066685784,1970-01-01 00:02:57.318
2111,177338,41065,100726,-34.491016110386575,112.24700483701535,1970-01-01 00:02:57.338
2112,177354,41054,100738,-45.75632433527408,123.60827117221297,1970-01-01 00:02:57.354
2113,177385,41070,100744,-29.358525320157604,129.3569770949405,1970-01-01 00:02:57.385
2114,177413,41053,100741,-46.19613285849582,125.50085442488496,1970-01-01 00:02:57.413
2115,177433,41044,100734,-55.02093870192071,117.71773284790956,1970-01-01 00:02:57.433
2117,177453,41046,100755,-52.69257686100139,137.16434941676806,1970-01-01 00:02:57.453
2116,177453,41063,100749,-35.942052596837705,131.86260935146373,1970-01-01 00:02:57.453
2118,177473,41048,100693,-50.77063158351302,75.25156764919832,1970-01-01 00:02:57.473
2119,177504,41062,100748,-36.68396138018692,129.60991451660132,1970-01-01 00:02:57.504
