seq,timestamp_ms,red,ir,red_corrected,ir_corrected,datetime
6488,264971,40187,99195,-12.193768496320716,62.71079882637317,1970-01-01 00:04:24.971
6489,264980,40177,99178,-22.19662635737873,45.65059571366187,1970-01-01 00:04:24.980
6490,265000,40169,99167,-30.575304404374663,34.847228500732626,1970-01-01 00:04:25.000
6491,265022,40168,99153,-31.762773032065468,20.90444949079898,1970-01-01 00:04:25.022
6492,265042,40179,99177,-20.80983343069143,44.68012084689437,1970-01-01 00:04:25.042
6493,265062,40190,99176,-9.91284914972491,43.46163798830538,1970-01-01 00:04:25.062
6494,265097,40186,99197,-12.337196857704493,63.89216282368486,1970-01-01 00:04:25.097
6495,265113,40188,99173,-10.239682026308705,39.81206754459369,1970-01-01 00:04:25.113
6496,265129,40181,99180,-16.75323365344944,46.63326024789361,1970-01-01 00:04:25.129
6497,265143,40179,99183,-18.732840323620778,49.44698595349762,1970-01-01 00:04:25.143
6498,265163,40181,99179,-16.91226325501486,45.28988291455973,1970-01-01 00:04:25.163
6499,265183,40165,99174,-33.01256677524277,40.158647634173455,1970-01-01 00:04:25.183
6500,265217,40172,99148,-26.59973505988385,14.132873280328775,1970-01-01 00:04:25.217
6501,265233,40178,99164,-20.265341662143907,29.89278105978609,1970-01-01 00:04:25.233
6502,265249,40165,99158,-32.18641232686927,23.65315380699431,1970-01-01 00:04:25.249
6503,265265,40161,99152,-35.3661384416649,17.447906351505935,1970-01-01 00:04:25.265
6504,265285,40167,99155,-29.344593233424693,21.063814486758996,1970-01-01 00:04:25.285
6505,265312,40166,99156,-30.74710051539133,21.82076497046768,1970-01-01 00:04:25.312
6506,265339,40164,99150,-32.694891312460435,15.810885634755342,1970-01-01 00:04:25.339
6507,265352,40159,99152,-37.53046926118082,17.876691733241778,1970-01-01 00:04:25.352
6508,265372,40173,99156,-23.54075567238721,22.085195612141437,1970-01-01 00:04:25.372
6509,265395,40156,99124,-39.630130194261405,-10.179408116067144,1970-01-01 00:04:25.395
6510,265411,40157,99129,-37.96035781219494,-5.5397848709315785,1970-01-01 00:04:25.411
6511,265429,40140,99122,-54.83865886320008,-12.249784382163536,1970-01-01 00:04:25.429
6512,265455,40155,99114,-39.90601635644878,-19.81022609976605,1970-01-01 00:04:25.455
6513,265475,40149,99123,-45.82305354555189,-10.5142132937453,1970-01-01 00:04:25.475
6514,265495,40156,99129,-38.776676348049,-4.248740390903125,1970-01-01 00:04:25.495
6515,265515,40147,99116,-47.09379418125927,-17.408745459193717,1970-01-01 00:04:25.515
6516,265531,40151,99112,-42.06912957916245,-21.70922430328493,1970-01-01 00:04:25.531
6517,265547,40140,99099,-52.54461696194721,-34.469924849706345,1970-01-01 00:04:25.547
6518,265563,40156,99113,-37.11295321169553,-19.67027836766036,1970-01-01 00:04:25.563
6519,265587,40150,99090,-42.66124000761798,-42.4519209144482,1970-01-01 00:04:25.587
6520,265607,40161,99110,-31.17475831843684,-22.594825386092214,1970-01-01 00:04:25.607
6521,265642,40144,99101,-47.98493155946802,-31.43666402531785,1970-01-01 00:04:25.642
6522,265662,40148,99103,-43.90344263975372,-29.138503185625915,1970-01-01 00:04:25.662
6523,265670,40147,99111,-44.68231719211396,-20.940000922252715,1970-01-01 00:04:25.670
6524,265690,40160,99104,-30.772786343051084,-27.92316698113253,1970-01-01 00:04:25.690
6525,265706,40161,99112,-29.807353613695263,-19.517635799215046,1970-01-01 00:04:25.706
6526,265722,40155,99101,-35.57053405359738,-30.096226593551528,1970-01-01 00:04:25.722
6527,265753,40152,99092,-38.33820153017419,-38.82353248169032,1970-01-01 00:04:25.753
6528,265773,40142,99101,-48.04377815801709,-29.6211846190084,1970-01-01 00:04:25.773
6529,265790,40143,99105,-46.763991738205696,-25.50944285268345,1970-01-01 00:04:25.790
6530,265810,40141,99090,-48.50121143927808,-40.42883116302186,1970-01-01 00:04:25.810
6531,265827,40132,99101,-56.10807730625704,-29.64521097753356,1970-01-01 00:04:25.827
6532,265843,40136,99085,-51.981008553990456,-45.28785981737757,1970-01-01 00:04:25.843
6533,265874,40136,99081,-52.176412241438015,-48.81566525733755,1970-01-01 00:04:25.874
6534,265888,40126,99087,-61.66979658713762,-42.589799295333535,1970-01-01 00:04:25.888
6535,265908,40127,99077,-60.16381682458287,-52.344341966987024,1970-01-01 00:04:25.908
6536,265939,40139,99088,-48.20289374832883,-41.045165652332685,1970-01-01 00:04:25.939
6537,265959,40134,99088,-53.30954537268194,-40.70057651040901,1970-01-01 00:04:25.959
6538,265979,40140,99084,-47.37941136339077,-44.3580578326592,1970-01-01 00:04:25.979
6539,265995,40129,99067,-57.713202148862464,-60.92382803757695,1970-01-01 00:04:25.995
6540,266011,40120,99074,-66.19312354017664,-53.73203510382847,1970-01-01 00:04:26.011
6541,266027,40129,99082,-56.21460535946946,-45.57781303005523,1970-01-01 00:04:26.027
6542,266054,40117,99082,-69.34257309028723,-45.59964242995992,1970-01-01 00:04:26.054
6543,266074,40137,99078,-50.329535450867525,-49.53005881614544,1970-01-01 00:04:26.074
6544,266096,40127,99099,-61.30192096845575,-27.57780739337118,1970-01-01 00:04:26.096
6545,266116,40132,99091,-57.12783358450811,-34.12977273769907,1970-01-01 00:04:26.116
6546,266133,40128,99105,-62.726048135247,-21.31041759054205,1970-01-01 00:04:26.133
6547,266149,40139,99098,-52.00652486600514,-29.38165939926161,1970-01-01 00:04:26.149
6548,266165,40142,99074,-47.98123593617334,-52.43868960558859,1970-01-01 00:04:26.165
6549,266185,40131,99061,-59.11593636207901,-63.39698001821492,1970-01-01 00:04:26.185
6550,266204,40140,99063,-50.81108015866778,-61.249335955072574,1970-01-01 00:04:26.204
6551,266224,40126,99070,-65.5938017382334,-54.67116640737054,1970-01-01 00:04:26.224
6552,266244,40131,99093,-61.40337078603699,-32.20964006018056,1970-01-01 00:04:26.244
6553,266266,40146,99096,-49.87766401820243,-28.780519058685176,1970-01-01 00:04:26.266
6554,266285,40159,99111,-38.78187018399729,-12.579085979123484,1970-01-01 00:04:26.285
6555,266306,40146,99099,-49.96939959911758,-23.3917977419703,1970-01-01 00:04:26.306
6556,266325,40151,99113,-44.00514927257913,-11.146060485661302,1970-01-01 00:04:26.325
6557,266346,40154,99119,-42.36275374042896,-5.474016681931634,1970-01-01 00:04:26.346
6558,266366,40173,99131,-25.056941680803828,6.591624442821784,1970-01-01 00:04:26.366
6559,266386,40174,99147,-25.756754597682605,22.577177923745445,1970-01-01 00:04:26.386
6560,266417,40178,99164,-17.519271916361205,38.82114227438878,1970-01-01 00:04:26.417
6561,266435,40179,99195,-17.760571784545736,69.34338866339239,1970-01-01 00:04:26.435
6562,266452,40179,99192,-22.403973155176917,65.72325076108642,1970-01-01 00:04:26.452
6563,266469,40185,99206,-15.077711688502356,77.50363236133458,1970-01-01 00:04:26.469
6564,266498,40214,99199,25.23633384234862,68.30295197385585,1970-01-01 00:04:26.498
6565,266503,40195,99236,7.843532077826595,104.53329740482988,1970-01-01 00:04:26.503
6566,266523,40201,99252,12.094593406070056,119.17837352815624,1970-01-01 00:04:26.523
6567,266550,40204,99245,16.16357663564835,110.83219328596708,1970-01-01 00:04:26.550
6568,266570,40221,99292,34.06592771822983,156.47715711962925,1970-01-01 00:04:26.570
6569,266589,40229,99325,43.46320540907641,186.5738961587621,1970-01-01 00:04:26.589
6570,266610,40230,99325,47.535991010420034,184.2321404489533,1970-01-01 00:04:26.610
6571,266635,40244,99362,59.50769305910377,221.3177930306959,1970-01-01 00:04:26.635
6572,266656,40248,99374,62.36108452734244,231.3898664060008,1970-01-01 00:04:26.656
6573,266676,40257,99400,70.44610059905924,254.9330537827764,1970-01-01 00:04:26.676
6574,266684,40255,99439,67.63304937037209,292.03104384148526,1970-01-01 00:04:26.684
6575,266704,40297,99440,107.71279607852776,290.50759212259146,1970-01-01 00:04:26.704
6576,266733,40285,99460,89.25350871984283,309.4567150671018,1970-01-01 00:04:26.733
6577,266752,40292,99487,98.1232462831959,330.86047980037205,1970-01-01 00:04:26.752
6578,266768,40308,99526,114.5929315909089,366.8470422981252,1970-01-01 00:04:26.768
6579,266797,40311,99544,109.23168897115026,384.6451060959985,1970-01-01 00:04:26.797
6580,266818,40311,99568,108.60705431296408,406.6164306864085,1970-01-01 00:04:26.818
6581,266838,40323,99602,121.28739770467656,438.1140652867063,1970-01-01 00:04:26.838
6582,266858,40344,99659,142.86576534041205,492.337852676361,1970-01-01 00:04:26.858
6583,266878,40350,99692,148.65498372961508,522.0462990442791,1970-01-01 00:04:26.878
6584,266896,40388,99717,177.30874890591048,546.7394802746865,1970-01-01 00:04:26.896
6585,266914,40380,99754,158.83231355719795,582.2026419455539,1970-01-01 00:04:26.914
6586,266938,40396,99765,170.095483585985,590.766984639183,1970-01-01 00:04:26.938
6587,266957,40384,99814,156.7144627597124,636.8637499480056,1970-01-01 00:04:26.957
6588,266977,40414,99858,185.39329493552373,677.7662810353407,1970-01-01 00:04:26.977
6589,266997,40412,99833,182.0872844513204,649.810882651698,1970-01-01 00:04:26.997
6590,267017,40404,99812,166.36905333724724,627.1379663207841,1970-01-01 00:04:27.017
6591,267033,40404,99827,168.67958048439112,637.9071604803753,1970-01-01 00:04:27.033
6592,267052,40414,99832,179.8391009326828,638.2969750661431,1970-01-01 00:04:27.052
6593,267068,40432,99845,195.84660076386055,647.84901483383,1970-01-01 00:04:27.068
6594,267086,40417,99855,180.58083102841883,653.5513728527402,1970-01-01 00:04:27.086
6595,267106,40419,99874,182.66239810645192,667.9442838475671,1970-01-01 00:04:27.106
6596,267133,40425,99852,187.36277956942888,642.4066195082692,1970-01-01 00:04:27.133
6597,267153,40416,99846,177.07595150613335,633.0703193809103,1970-01-01 00:04:27.153
6598,267169,40415,99837,174.82530201802746,623.2634715421925,1970-01-01 00:04:27.169
6599,267185,40439,99825,192.37373321085116,607.5263708267189,1970-01-01 00:04:27.185
6600,267216,40424,99829,177.08463588326134,608.5148639656938,1970-01-01 00:04:27.216
6601,267232,40449,99792,201.66008453955803,567.7411362332435,1970-01-01 00:04:27.232
6602,267255,40416,99775,172.2101486995271,548.5296963203638,1970-01-01 00:04:27.255
6603,267275,40393,99750,152.5932463309101,521.5413275839113,1970-01-01 00:04:27.275
6604,267302,40401,99739,159.75750663538017,507.8783762732662,1970-01-01 00:04:27.302
6605,267322,40383,99724,139.2366419547724,490.02555753503225,1970-01-01 00:04:27.322
6606,267339,40396,99727,148.44845643744438,491.86004632312927,1970-01-01 00:04:27.339
6607,267355,40401,99717,153.80434709147448,479.3767439740016,1970-01-01 00:04:27.355
6608,267371,40404,99746,156.7299235030305,504.6667484317615,1970-01-01 00:04:27.371
6609,267394,40398,99730,151.04875526134242,486.0538137002226,1970-01-01 00:04:27.394
6610,267414,40400,99737,153.2272178087622,490.5781114716503,1970-01-01 00:04:27.414
6611,267435,40397,99743,149.79495610250308,494.4278707823466,1970-01-01 00:04:27.435
6612,267455,40404,99761,155.44708764298846,510.6185974079286,1970-01-01 00:04:27.455
6613,267471,40413,99756,168.0470751394744,502.2315220596177,1970-01-01 00:04:27.471
6614,267487,40425,99762,178.68293694824123,504.48229161189386,1970-01-01 00:04:27.487
6615,267518,40425,99770,181.5104723519765,512.7302856951687,1970-01-01 00:04:27.518
6616,267534,40403,99746,150.84365069913167,487.021669834312,1970-01-01 00:04:27.534
6617,267557,40409,99803,152.2971507938258,540.9288527802248,1970-01-01 00:04:27.557
6618,267568,40426,99813,168.75948171222717,547.6114096391556,1970-01-01 00:04:27.568
6619,267588,40444,99839,188.3323777252587,569.3781490353737,1970-01-01 00:04:27.588
6620,267608,40463,99859,208.8154457505028,585.0592740642618,1970-01-01 00:04:27.608
6621,267637,40461,99891,207.6661620049413,615.9316594961638,1970-01-01 00:04:27.637
6622,267645,40460,99921,206.27162193039945,643.0064896750091,1970-01-01 00:04:27.645
6623,267665,40483,99988,230.1232192418748,706.773773429342,1970-01-01 00:04:27.665
6624,267692,40508,100059,249.3057577734303,775.7233346287385,1970-01-01 00:04:27.692
6625,267718,40507,100083,248.1879253401314,795.96021802253,1970-01-01 00:04:27.718
6626,267738,40524,100113,265.6100849623876,821.7731384108963,1970-01-01 00:04:27.738
6627,267758,40537,100123,278.97421123866354,827.5567032167727,1970-01-01 00:04:27.758
6628,267781,40523,100107,265.2494749578198,805.49270981933,1970-01-01 00:04:27.781
6629,267798,40491,100089,229.77169639515785,783.9430385294198,1970-01-01 00:04:27.798
6630,267817,40524,100017,257.12915063921145,711.6424767195367,1970-01-01 00:04:27.817
6631,267840,40473,99996,202.16843948692875,687.0584608194749,1970-01-01 00:04:27.840
6632,267850,40476,99999,203.71161566342437,685.726694188685,1970-01-01 00:04:27.850
6633,267870,40497,100008,223.23716835978917,689.107248383976,1970-01-01 00:04:27.870
6634,267890,40491,100020,215.7987874487506,695.4451533440543,1970-01-01 00:04:27.890
6635,267918,40489,100021,218.37664542624336,697.3524647175126,1970-01-01 00:04:27.918
6636,267934,40490,100009,219.4527409826928,680.3092124925913,1970-01-01 00:04:27.934
6637,267950,40502,100006,242.71565088610097,667.9543914948248,1970-01-01 00:04:27.950
6638,267966,40494,100019,228.5098107155873,676.944155730553,1970-01-01 00:04:27.966
6639,267986,40496,100042,226.1202394827539,699.33883929588,1970-01-01 00:04:27.986
6640,268006,40550,100062,275.05717062266245,716.7270615824386,1970-01-01 00:04:28.006
6641,268028,40515,100082,236.6001457009742,733.4307869609714,1970-01-01 00:04:28.028
6642,268048,40507,100099,226.31763890708703,746.6659030726929,1970-01-01 00:04:28.048
6643,268068,40515,100097,232.00117450121212,740.9298551693217,1970-01-01 00:04:28.068
6644,268091,40529,100131,243.2998728852607,772.9918642197484,1970-01-01 00:04:28.091
6645,268107,40550,100169,262.70341227316817,807.8687884517802,1970-01-01 00:04:28.107
6646,268128,40563,100246,267.5642326814338,881.142538806539,1970-01-01 00:04:28.128
6647,268156,40590,100317,296.8781588570133,946.1909031861594,1970-01-01 00:04:28.156
6648,268179,40607,100327,314.2735229889992,950.6330660109963,1970-01-01 00:04:28.179
6649,268199,40596,100312,302.61465092309106,930.3979943330976,1970-01-01 00:04:28.199
6650,268219,40600,100256,305.9437991888254,869.4663480858825,1970-01-01 00:04:28.219
6651,268241,40584,100238,293.49543837178896,845.5987820709591,1970-01-01 00:04:28.241
6652,268257,40593,100246,303.31465216782226,848.2375105655191,1970-01-01 00:04:28.257
6653,268273,40583,100286,292.2841699645945,881.6413457500073,1970-01-01 00:04:28.273
6654,268293,40597,100314,315.6835275535116,903.6750846506924,1970-01-01 00:04:28.293
6655,268320,40606,100343,333.45745845870795,933.6286089835938,1970-01-01 00:04:28.320
6656,268341,40620,100346,349.4473450091533,932.4090702385632,1970-01-01 00:04:28.341
6657,268361,40673,100373,402.4672116610029,953.3873295768876,1970-01-01 00:04:28.361
6658,268379,40599,100367,326.59964120890464,943.580529894877,1970-01-01 00:04:28.379
6659,268399,40718,100385,441.64367432237424,959.2551365990116,1970-01-01 00:04:28.399
6660,268416,40626,100405,344.21193156774586,978.4701784587288,1970-01-01 00:04:28.416
6661,268426,40636,100397,352.8991207132956,966.3467013707076,1970-01-01 00:04:28.426
6662,268446,40642,100415,359.34779553650606,979.93434395627,1970-01-01 00:04:28.446
6663,268478,40639,100416,350.82365956590513,973.300001920811,1970-01-01 00:04:28.478
6664,268498,40619,100416,325.9962032598542,966.3141166417277,1970-01-01 00:04:28.498
6665,268514,40626,100386,325.48082149942445,934.6163620400667,1970-01-01 00:04:28.514
6666,268530,40600,100380,296.0226919393997,926.2759193847004,1970-01-01 00:04:28.530
6667,268546,40625,100368,318.32842031042395,907.8848836925686,1970-01-01 00:04:28.546
6668,268578,40612,100385,307.6034376698218,914.533999388374,1970-01-01 00:04:28.578
6669,268586,40635,100384,329.08324001929554,909.5207945695986,1970-01-01 00:04:28.586
6670,268606,40618,100362,310.00410676471387,885.7496881187958,1970-01-01 00:04:28.606
6671,268626,40622,100409,311.9126806742052,930.7658103114214,1970-01-01 00:04:28.626
6672,268654,40616,100419,306.808694191803,933.8535214259932,1970-01-01 00:04:28.654
6673,268674,40609,100387,300.9623676701356,894.0548096848637,1970-01-01 00:04:28.674
6674,268691,40620,100373,307.1355840560187,878.4703602698713,1970-01-01 00:04:28.691
6675,268707,40603,100364,285.6544522906042,865.6054070053558,1970-01-01 00:04:28.707
6676,268734,40618,100393,300.98848290425883,889.503559695061,1970-01-01 00:04:28.734
6677,268754,40579,100388,263.0590465917724,878.7965160920307,1970-01-01 00:04:28.754
6678,268774,40605,100384,287.4168482430094,870.0464874199552,1970-01-01 00:04:28.774
6679,268794,40605,100397,283.19250551342714,879.1682632241258,1970-01-01 00:04:28.794
6680,268814,40600,100381,274.00021391625467,859.3921351088292,1970-01-01 00:04:28.814
6681,268830,40609,100387,282.2301188531293,861.6308323869422,1970-01-01 00:04:28.830
6682,268846,40603,100401,277.7505331972652,871.1925399776276,1970-01-01 00:04:28.846
6683,268877,40606,100403,280.07875181745044,866.6033400275168,1970-01-01 00:04:28.877
6684,268887,40603,100419,275.2267121950549,878.1367674840271,1970-01-01 00:04:28.887
6685,268907,40605,100408,274.49890910773564,862.9550599742794,1970-01-01 00:04:28.907
6686,268927,40617,100407,283.71794873866014,857.8000680940038,1970-01-01 00:04:28.927
6687,268953,40610,100418,273.7221717130085,864.583802383585,1970-01-01 00:04:28.953
6688,268973,40606,100418,267.34544596766324,860.2476274784019,1970-01-01 00:04:28.973
6689,268991,40616,100413,275.32926311807,850.9163994459971,1970-01-01 00:04:28.991
6690,269010,40619,100424,275.92379417908614,856.9317150198892,1970-01-01 00:04:29.010
6691,269036,40634,100435,290.3119342624943,862.3571921635794,1970-01-01 00:04:29.036
6692,269055,40630,100430,283.5906748735288,844.4624658351386,1970-01-01 00:04:29.055
6693,269075,40618,100424,265.4592215531973,831.9399744970151,1970-01-01 00:04:29.075
6694,269095,40609,100424,255.1530579457047,827.7686237294847,1970-01-01 00:04:29.095
6695,269122,40609,100395,253.85342515624671,794.7631297157941,1970-01-01 00:04:29.122
6696,269140,40613,100365,256.5402905307363,760.9276631721741,1970-01-01 00:04:29.140
6697,269160,40609,100349,251.25372157835392,741.1913739612801,1970-01-01 00:04:29.160
6698,269176,40596,100354,237.03858547072903,742.448766196424,1970-01-01 00:04:29.176
6699,269193,40608,100348,260.90164884108447,772.1146487437062,1970-01-01 00:04:29.193
6699,269193,40608,100348,248.76923515628005,723.8863794784411,1970-01-01 00:04:29.193
6700,269213,40612,100350,263.6808651369873,770.2240362808287,1970-01-01 00:04:29.213
6700,269213,40612,100350,251.5053889804985,722.2569475810451,1970-01-01 00:04:29.213
6701,269233,40587,100350,219.81124687469784,715.4735175525894,1970-01-01 00:04:29.233
6701,269233,40587,100350,237.59182092819768,766.3528350953263,1970-01-01 00:04:29.233
6702,269255,40603,100352,234.604382564524,713.8702892383773,1970-01-01 00:04:29.255
6703,269280,40612,100348,242.35855257589645,706.305077065732,1970-01-01 00:04:29.280
6704,269297,40612,100360,241.11895173721783,714.6976909539554,1970-01-01 00:04:29.297
6705,269312,40613,100368,240.88054890272832,719.0683417727306,1970-01-01 00:04:29.312
6706,269328,40604,100345,230.69333808241132,692.5721393374153,1970-01-01 00:04:29.328
6707,269346,40620,100369,258.6329370347371,752.8471184436017,1970-01-01 00:04:29.346
6707,269346,40620,100369,245.1435905222165,713.0126311690652,1970-01-01 00:04:29.346
6708,269366,40601,100363,224.3425714765392,703.549043919249,1970-01-01 00:04:29.366
6708,269366,40601,100363,237.76447125650083,743.1843587574094,1970-01-01 00:04:29.366
6709,269386,40604,100358,238.8871425538882,734.565348572491,1970-01-01 00:04:29.386
6709,269386,40604,100358,225.53235227282764,695.1282103085108,1970-01-01 00:04:29.386
6710,269415,40606,100361,225.00279263596363,695.1851859270571,1970-01-01 00:04:29.415
6711,269431,40603,100372,220.96689463414447,701.9691915170398,1970-01-01 00:04:29.431
6712,269447,40612,100375,230.8932604606121,701.5755334344987,1970-01-01 00:04:29.447
6713,269466,40616,100382,233.86193672948696,705.1686800630757,1970-01-01 00:04:29.466
6714,269486,40610,100387,224.83279307538865,707.0417090185241,1970-01-01 00:04:29.486
6715,269504,40620,100377,233.1091631394069,693.5153930418611,1970-01-01 00:04:29.504
6716,269524,40629,100408,241.1127945568676,720.5489205766006,1970-01-01 00:04:29.524
6717,269544,40623,100409,234.1526899185456,717.5956200926036,1970-01-01 00:04:29.544
6718,269566,40634,100406,244.46117652241537,711.191733584742,1970-01-01 00:04:29.566
6719,269597,40625,100388,233.1566625790427,689.8187448089286,1970-01-01 00:04:29.597
6720,269620,40620,100385,226.8055574805468,683.4321444492001,1970-01-01 00:04:29.620
6721,269630,40623,100393,228.80440078007484,687.8594260645898,1970-01-01 00:04:29.630
6722,269650,40623,100415,228.1227155839003,706.0196699198899,1970-01-01 00:04:29.650
6723,269670,40627,100394,230.90868236555215,681.6118429009855,1970-01-01 00:04:29.670
6724,269690,40632,100398,234.2516039917819,682.4541285282048,1970-01-01 00:04:29.690
6725,269710,40616,100394,216.6806218009501,675.3336299920612,1970-01-01 00:04:29.710
6726,269728,40622,100387,222.06136716372737,664.7196469276628,1970-01-01 00:04:29.728
6727,269759,40625,100363,223.56040186408848,637.2046635164392,1970-01-01 00:04:29.759
6728,269775,40592,100377,189.6138051724504,648.349722794213,1970-01-01 00:04:29.775
6729,269801,40627,100369,223.60947714312985,637.074063455336,1970-01-01 00:04:29.801
6730,269821,40619,100367,214.6132520368831,631.788759354633,1970-01-01 00:04:29.821
6731,269841,40618,100354,212.62762715689092,615.5843984413231,1970-01-01 00:04:29.841
6732,269865,40609,100339,202.6251751933584,598.2860135975204,1970-01-01 00:04:29.865
6733,269881,40593,100339,185.85480010634564,595.3084422416567,1970-01-01 00:04:29.881
6734,269897,40603,100352,193.8483283103429,604.9042139626208,1970-01-01 00:04:29.897
6735,269913,40598,100309,188.1681923206207,558.7213405694476,1970-01-01 00:04:29.913
6736,269937,40586,100309,176.47975630344826,555.7761970673305,1970-01-01 00:04:29.937
6737,269956,40595,100286,184.0247206205757,530.1605028776963,1970-01-01 00:04:29.956
6738,269976,40599,100268,186.44084104582183,509.6598904882338,1970-01-01 00:04:29.976
6739,269996,40591,100259,176.9018577686541,498.2171543921878,1970-01-01 00:04:29.996
6740,270020,40583,100247,169.22217983234256,483.716505923143,1970-01-01 00:04:30.020
6741,270036,40596,100251,181.23460511278836,485.5591083712079,1970-01-01 00:04:30.036
6742,270052,40590,100233,175.13315343883377,465.2290393025327,1970-01-01 00:04:30.052
6743,270068,40579,100221,161.92655486674337,451.0152488400447,1970-01-01 00:04:30.068
6744,270091,40585,100239,166.55088283875656,466.7210208015621,1970-01-01 00:04:30.091
6745,270108,40575,100237,155.7743788289279,462.3518510201997,1970-01-01 00:04:30.108
6746,270128,40578,100235,158.03998780399863,457.9863361105528,1970-01-01 00:04:30.128
6747,270148,40573,100245,152.33478723105293,465.5823897088976,1970-01-01 00:04:30.148
6748,270177,40581,100233,161.60260703717356,451.1216671084329,1970-01-01 00:04:30.177
6749,270193,40579,100231,158.5647765518704,447.10943252090857,1970-01-01 00:04:30.193
6750,270209,40571,100211,148.78019210133604,424.7156435885491,1970-01-01 00:04:30.209
6751,270225,40579,100221,156.38419655767754,433.0262219724081,1970-01-01 00:04:30.225
6752,270245,40586,100236,162.35741288443546,445.1060720209676,1970-01-01 00:04:30.245
6753,270270,40581,100206,156.15353462859005,412.95447224944496,1970-01-01 00:04:30.270
6754,270290,40567,100199,141.07994769367855,404.03452529760585,1970-01-01 00:04:30.290
6755,270311,40579,100208,152.27780099368348,411.0500071871915,1970-01-01 00:04:30.311
6756,270331,40576,100201,148.79220868790992,402.0752039346434,1970-01-01 00:04:30.331
6757,270347,40577,100205,149.10663845131168,404.41727261699305,1970-01-01 00:04:30.347
6758,270378,40568,100192,138.57395301685574,389.2562958363587,1970-01-01 00:04:30.378
6759,270398,40567,100185,137.22125739710822,380.1042070892327,1970-01-01 00:04:30.398
6760,270418,40575,100199,144.9030197890886,391.82945081414505,1970-01-01 00:04:30.418
6761,270438,40567,100196,136.62861735548503,386.5796137254705,1970-01-01 00:04:30.438
6762,270463,40586,100182,153.6265908549177,371.7492496491652,1970-01-01 00:04:30.463
6763,270479,40576,100206,143.4053167893054,393.7228206668017,1970-01-01 00:04:30.479
6764,270495,40553,100185,119.58472713773295,370.182564222555,1970-01-01 00:04:30.495
6765,270511,40584,100181,149.95196146536185,363.9105086486616,1970-01-01 00:04:30.511
6766,270533,40585,100224,149.26207947624457,405.89493412972615,1970-01-01 00:04:30.533
6767,270563,40587,100281,151.2249259262093,460.3114739294389,1970-01-01 00:04:30.563
6768,270583,40603,100303,166.95964968601098,479.6258420458778,1970-01-01 00:04:30.583
6769,270604,40600,100298,162.9090747993676,472.3405127159072,1970-01-01 00:04:30.604
6770,270624,40529,100289,90.6303914541545,461.3760182241947,1970-01-01 00:04:30.624
6771,270641,40603,100281,163.55881406056795,451.6540459991616,1970-01-01 00:04:30.641
6772,270657,40653,100260,213.0839685455181,427.5127830598681,1970-01-01 00:04:30.657
6773,270673,40609,100257,169.01767727764198,421.7562620653875,1970-01-01 00:04:30.673
6774,270693,40593,100228,151.99946800844992,391.163758553637,1970-01-01 00:04:30.693
6775,270713,40593,100224,150.8459181538618,385.7189528557277,1970-01-01 00:04:30.713
6776,270733,40587,100226,143.72635371562032,386.27390113305495,1970-01-01 00:04:30.733
6777,270761,40581,100201,137.06123533776483,358.7841771690586,1970-01-01 00:04:30.761
6778,270777,40578,100202,133.23912256313488,357.2282358471304,1970-01-01 00:04:30.777
6779,270793,40578,100212,132.64092413032898,365.59125108059845,1970-01-01 00:04:30.793
6780,270809,40584,100208,137.50813419649515,360.0442507533901,1970-01-01 00:04:30.809
6781,270836,40582,100197,134.13638881103446,347.6278455713102,1970-01-01 00:04:30.836
6782,270856,40558,100202,109.39262503908664,350.682053535879,1970-01-01 00:04:30.856
6783,270876,40573,100212,123.7331932648612,358.7516791304856,1970-01-01 00:04:30.876
6784,270896,40581,100210,131.50615477455742,355.0100036210101,1970-01-01 00:04:30.896
6785,270916,40595,100211,145.2126410708938,354.2723180831704,1970-01-01 00:04:30.916
6786,270933,40587,100211,135.01569070083048,352.33465976409263,1970-01-01 00:04:30.933
6787,270949,40584,100217,131.66451602716208,356.520454775194,1970-01-01 00:04:30.949
6788,270980,40588,100216,135.51724720307055,354.00768228398647,1970-01-01 00:04:30.980
6789,270988,40598,100213,144.9321047063646,349.20825649229295,1970-01-01 00:04:30.988
6790,271008,40596,100216,142.80491714392957,350.370099440167,1970-01-01 00:04:31.008
6791,271028,40585,100222,131.7365191165927,354.5108137761837,1970-01-01 00:04:31.028
6792,271048,40597,100229,143.61161667668708,359.6255051434011,1970-01-01 00:04:31.048
6793,271073,40593,100206,138.89519994506364,333.82163177738545,1970-01-01 00:04:31.073
6794,271089,40592,100203,137.5121493102257,329.2823490122689,1970-01-01 00:04:31.089
6795,271120,40596,100211,136.18906849232695,337.3879198243407,1970-01-01 00:04:31.120
6796,271129,40621,100205,159.53932369788984,329.5780203757107,1970-01-01 00:04:31.129
6797,271149,40581,100221,117.54731169795822,343.5234813106681,1970-01-01 00:04:31.149
6798,271170,40599,100229,134.54474352244847,349.438041468764,1970-01-01 00:04:31.170
6799,271190,40601,100211,137.72525440056228,329.4973391029666,1970-01-01 00:04:31.190
6800,271210,40602,100207,139.90451311466688,323.58499204552635,1970-01-01 00:04:31.210
6801,271241,40580,100190,118.01783977177148,305.66024942888254,1970-01-01 00:04:31.241
6802,271257,40583,100220,120.71635272243618,333.120870698099,1970-01-01 00:04:31.257
6803,271273,40580,100184,117.28274598574556,294.6638953259976,1970-01-01 00:04:31.273
