Timestamp,Signal,Value
1970-01-01 00:04:25.874,red,40136.0
1970-01-01 00:04:25.888,red,40126.0
1970-01-01 00:04:25.908,red,40127.0
1970-01-01 00:04:25.939,red,40139.0
1970-01-01 00:04:25.959,red,40134.0
1970-01-01 00:04:25.979,red,40140.0
1970-01-01 00:04:25.995,red,40129.0
1970-01-01 00:04:26.011,red,40120.0
1970-01-01 00:04:26.027,red,40129.0
1970-01-01 00:04:26.054,red,40117.0
1970-01-01 00:04:26.074,red,40137.0
1970-01-01 00:04:26.096,red,40127.0
1970-01-01 00:04:26.116,red,40132.0
1970-01-01 00:04:26.133,red,40128.0
1970-01-01 00:04:26.149,red,40139.0
1970-01-01 00:04:26.165,red,40142.0
1970-01-01 00:04:26.185,red,40131.0
1970-01-01 00:04:26.204,red,40140.0
1970-01-01 00:04:26.224,red,40126.0
1970-01-01 00:04:26.244,red,40131.0
1970-01-01 00:04:26.266,red,40146.0
1970-01-01 00:04:26.285,red,40159.0
1970-01-01 00:04:26.306,red,40146.0
1970-01-01 00:04:26.325,red,40151.0
1970-01-01 00:04:26.346,red,40154.0
1970-01-01 00:04:26.366,red,40173.0
1970-01-01 00:04:26.386,red,40174.0
1970-01-01 00:04:26.417,red,40178.0
1970-01-01 00:04:26.435,red,40179.0
1970-01-01 00:04:26.452,red,40179.0
1970-01-01 00:04:26.469,red,40185.0
1970-01-01 00:04:26.503,red,40195.0
1970-01-01 00:04:26.523,red,40201.0
1970-01-01 00:04:26.550,red,40204.0
1970-01-01 00:02:47.306,red,41267.0
1970-01-01 00:02:47.837,red,41198.0
1970-01-01 00:02:48.051,red,41201.0
1970-01-01 00:02:48.064,red,41206.0
1970-01-01 00:02:48.131,red,41206.0
1970-01-01 00:02:48.151,red,41198.0
1970-01-01 00:02:48.246,red,41205.0
1970-01-01 00:02:48.311,red,41201.0
1970-01-01 00:02:48.427,red,41227.0
1970-01-01 00:02:48.551,red,41201.0
1970-01-01 00:02:48.650,red,41199.0
1970-01-01 00:02:48.676,red,41198.0
1970-01-01 00:02:48.685,red,41200.0
1970-01-01 00:02:48.743,red,41206.0
1970-01-01 00:02:48.763,red,41198.0
1970-01-01 00:02:48.777,red,41203.0
1970-01-01 00:02:48.790,red,41199.0
1970-01-01 00:02:48.873,red,41204.0
1970-01-01 00:02:48.902,red,41209.0
1970-01-01 00:02:48.907,red,41201.0
1970-01-01 00:02:49.545,red,41205.0
1970-01-01 00:02:49.605,red,41198.0
1970-01-01 00:02:49.692,red,41198.0
1970-01-01 00:02:49.802,red,41206.0
1970-01-01 00:02:50.581,red,41281.0
1970-01-01 00:02:50.643,red,41201.0
1970-01-01 00:02:50.683,red,41203.0
1970-01-01 00:04:17.426,ir,99076.0
1970-01-01 00:04:17.444,ir,99091.0
1970-01-01 00:04:17.461,ir,99106.0
1970-01-01 00:04:17.480,ir,99103.0
1970-01-01 00:04:17.504,ir,99090.0
1970-01-01 00:04:17.524,ir,99113.0
1970-01-01 00:04:17.553,ir,99103.0
1970-01-01 00:04:17.573,ir,99120.0
1970-01-01 00:04:17.589,ir,99112.0
1970-01-01 00:04:17.609,ir,99177.0
1970-01-01 00:04:17.629,ir,99099.0
1970-01-01 00:04:17.641,ir,99126.0
1970-01-01 00:04:17.661,ir,99107.0
1970-01-01 00:04:17.676,ir,99088.0
1970-01-01 00:04:17.696,ir,99090.0
1970-01-01 00:04:17.716,ir,99109.0
1970-01-01 00:04:17.748,ir,99113.0
1970-01-01 00:04:17.764,ir,99122.0
1970-01-01 00:04:17.780,ir,99106.0
1970-01-01 00:04:17.795,ir,99107.0
1970-01-01 00:04:17.815,ir,99107.0
1970-01-01 00:04:17.835,ir,99115.0
1970-01-01 00:04:17.857,ir,99102.0
1970-01-01 00:04:17.879,ir,99106.0
1970-01-01 00:04:17.896,ir,99100.0
1970-01-01 00:04:17.932,ir,99099.0
1970-01-01 00:04:17.937,ir,99093.0
1970-01-01 00:04:17.957,ir,99090.0
1970-01-01 00:04:17.983,ir,99104.0
1970-01-01 00:04:18.003,ir,99076.0
1970-01-01 00:04:18.023,ir,99075.0
1970-01-01 00:04:18.040,ir,99086.0
1970-01-01 00:04:18.056,ir,99090.0
1970-01-01 00:04:18.075,ir,99088.0
1970-01-01 00:04:18.095,ir,99093.0
1970-01-01 00:04:18.112,ir,99097.0
1970-01-01 00:04:18.132,ir,99102.0
1970-01-01 00:04:18.152,ir,99083.0
1970-01-01 00:04:18.188,ir,99093.0
1970-01-01 00:04:18.204,ir,99083.0
1970-01-01 00:04:18.220,ir,99092.0
1970-01-01 00:04:18.245,ir,99090.0
1970-01-01 00:04:18.265,ir,99092.0
1970-01-01 00:04:18.291,ir,99087.0
1970-01-01 00:04:18.311,ir,99109.0
1970-01-01 00:04:18.327,ir,99104.0
1970-01-01 00:04:18.343,ir,99099.0
1970-01-01 00:04:18.359,ir,99119.0
1970-01-01 00:04:18.375,ir,99128.0
1970-01-01 00:04:18.395,ir,99134.0
1970-01-01 00:04:18.421,ir,99131.0
1970-01-01 00:04:18.441,ir,99151.0
1970-01-01 00:04:18.469,ir,99156.0
1970-01-01 00:04:18.478,ir,99161.0
1970-01-01 00:04:18.498,ir,99177.0
1970-01-01 00:04:18.524,ir,99170.0
1970-01-01 00:04:18.548,ir,99171.0
1970-01-01 00:04:18.570,ir,99178.0
1970-01-01 00:04:18.586,ir,99172.0
1970-01-01 00:04:18.605,ir,99184.0
1970-01-01 00:04:18.629,ir,99173.0
1970-01-01 00:04:18.645,ir,99189.0
1970-01-01 00:04:18.661,ir,99192.0
1970-01-01 00:04:18.677,ir,99178.0
1970-01-01 00:04:18.696,ir,99193.0
1970-01-01 00:04:18.716,ir,99190.0
1970-01-01 00:04:18.751,ir,99191.0
1970-01-01 00:04:18.767,ir,99186.0
1970-01-01 00:04:18.787,ir,99196.0
1970-01-01 00:04:18.807,ir,99178.0
1970-01-01 00:04:18.823,ir,99153.0
1970-01-01 00:04:18.842,ir,99142.0
1970-01-01 00:04:18.862,ir,99133.0
1970-01-01 00:04:18.893,ir,99135.0
1970-01-01 00:04:18.913,ir,99133.0
1970-01-01 00:04:18.929,ir,99121.0
1970-01-01 00:04:18.945,ir,99132.0
1970-01-01 00:04:18.961,ir,99136.0
1970-01-01 00:04:18.984,ir,99126.0
1970-01-01 00:04:19.002,ir,99144.0
1970-01-01 00:04:19.022,ir,99120.0
1970-01-01 00:04:19.042,ir,99111.0
1970-01-01 00:04:19.065,ir,99123.0
1970-01-01 00:04:19.081,ir,99126.0
1970-01-01 00:04:19.097,ir,99108.0
1970-01-01 00:04:19.128,ir,99112.0
1970-01-01 00:04:19.133,ir,99118.0
1970-01-01 00:04:19.153,ir,99098.0
1970-01-01 00:04:19.173,ir,99107.0
1970-01-01 00:04:19.200,ir,99094.0
1970-01-01 00:04:19.220,ir,99115.0
1970-01-01 00:04:19.237,ir,99105.0
1970-01-01 00:04:19.272,ir,99119.0
1970-01-01 00:04:19.276,ir,99129.0
1970-01-01 00:04:19.296,ir,99110.0
1970-01-01 00:04:19.316,ir,99117.0
1970-01-01 00:04:19.336,ir,99110.0
1970-01-01 00:04:19.362,ir,99099.0
1970-01-01 00:04:19.379,ir,99103.0
1970-01-01 00:04:19.410,ir,99090.0
1970-01-01 00:04:19.426,ir,99089.0
1970-01-01 00:04:19.443,ir,99097.0
1970-01-01 00:04:19.463,ir,99097.0
1970-01-01 00:04:19.483,ir,99104.0
1970-01-01 00:04:19.509,ir,99092.0
1970-01-01 00:04:19.517,ir,99101.0
1970-01-01 00:04:19.537,ir,99113.0
1970-01-01 00:04:19.572,ir,99086.0
1970-01-01 00:04:19.575,ir,99087.0
1970-01-01 00:04:19.595,ir,99079.0
1970-01-01 00:04:19.615,ir,99074.0
1970-01-01 00:04:19.649,ir,99070.0
1970-01-01 00:04:19.669,ir,99065.0
1970-01-01 00:04:19.689,ir,99058.0
1970-01-01 00:04:19.707,ir,99054.0
1970-01-01 00:04:19.724,ir,99050.0
1970-01-01 00:04:19.749,ir,99055.0
1970-01-01 00:04:19.769,ir,99046.0
1970-01-01 00:04:19.782,ir,99051.0
1970-01-01 00:04:19.802,ir,99062.0
1970-01-01 00:04:19.828,ir,99052.0
1970-01-01 00:04:19.850,ir,99056.0
1970-01-01 00:04:19.867,ir,99040.0
1970-01-01 00:04:19.872,ir,99038.0
1970-01-01 00:04:19.892,ir,99041.0
1970-01-01 00:04:19.934,ir,99033.0
1970-01-01 00:04:19.954,ir,99042.0
1970-01-01 00:04:19.970,ir,99041.0
1970-01-01 00:04:19.986,ir,99033.0
1970-01-01 00:04:20.002,ir,99010.0
1970-01-01 00:04:20.018,ir,99008.0
1970-01-01 00:04:20.038,ir,99018.0
1970-01-01 00:04:20.058,ir,98995.0
1970-01-01 00:04:20.078,ir,98985.0
1970-01-01 00:04:20.110,ir,98996.0
1970-01-01 00:04:20.126,ir,98995.0
1970-01-01 00:04:20.142,ir,98998.0
1970-01-01 00:04:20.160,ir,99006.0
1970-01-01 00:04:20.173,ir,99002.0
1970-01-01 00:04:20.193,ir,99013.0
1970-01-01 00:04:20.213,ir,99022.0
1970-01-01 00:04:20.233,ir,99020.0
1970-01-01 00:04:20.264,ir,99009.0
1970-01-01 00:04:20.280,ir,99002.0
1970-01-01 00:04:20.311,ir,99006.0
1970-01-01 00:04:20.327,ir,98959.0
1970-01-01 00:04:20.349,ir,99004.0
1970-01-01 00:04:20.370,ir,99016.0
1970-01-01 00:04:20.390,ir,98998.0
1970-01-01 00:04:20.415,ir,98993.0
1970-01-01 00:04:20.435,ir,99001.0
1970-01-01 00:04:20.451,ir,99004.0
1970-01-01 00:04:20.467,ir,99097.0
1970-01-01 00:04:20.489,ir,98999.0
1970-01-01 00:04:20.505,ir,99029.0
1970-01-01 00:04:20.525,ir,99030.0
1970-01-01 00:04:20.547,ir,99040.0
1970-01-01 00:04:20.567,ir,99049.0
1970-01-01 00:04:20.583,ir,99050.0
1970-01-01 00:04:20.601,ir,99058.0
1970-01-01 00:04:20.622,ir,99050.0
1970-01-01 00:04:20.655,ir,99065.0
1970-01-01 00:04:20.669,ir,99057.0
1970-01-01 00:04:20.689,ir,99053.0
1970-01-01 00:04:20.709,ir,99063.0
1970-01-01 00:04:20.726,ir,99057.0
1970-01-01 00:04:20.745,ir,99042.0
1970-01-01 00:04:20.764,ir,99030.0
1970-01-01 00:04:20.781,ir,99065.0
1970-01-01 00:04:20.811,ir,99060.0
1970-01-01 00:04:20.811,ir,99060.0
1970-01-01 00:04:20.831,ir,99081.0
1970-01-01 00:04:20.831,ir,99081.0
1970-01-01 00:04:20.851,ir,99111.0
1970-01-01 00:04:20.851,ir,99111.0
1970-01-01 00:04:20.875,ir,99123.0
1970-01-01 00:04:20.891,ir,99153.0
1970-01-01 00:04:20.907,ir,99148.0
1970-01-01 00:04:20.923,ir,99155.0
1970-01-01 00:04:20.953,ir,99160.0
1970-01-01 00:04:20.969,ir,99158.0
1970-01-01 00:04:20.989,ir,99157.0
1970-01-01 00:04:21.009,ir,99162.0
1970-01-01 00:04:21.027,ir,99185.0
1970-01-01 00:04:21.043,ir,99171.0
1970-01-01 00:04:21.062,ir,99175.0
1970-01-01 00:04:21.078,ir,99190.0
1970-01-01 00:04:21.107,ir,99195.0
1970-01-01 00:04:21.120,ir,99201.0
1970-01-01 00:04:21.140,ir,99204.0
1970-01-01 00:04:21.162,ir,99216.0
1970-01-01 00:04:21.193,ir,99213.0
1970-01-01 00:04:21.210,ir,99191.0
1970-01-01 00:04:21.232,ir,99199.0
1970-01-01 00:04:21.240,ir,99193.0
1970-01-01 00:04:21.260,ir,99199.0
1970-01-01 00:04:21.280,ir,99163.0
1970-01-01 00:04:21.313,ir,99136.0
1970-01-01 00:04:21.329,ir,99145.0
1970-01-01 00:04:21.345,ir,99133.0
1970-01-01 00:04:21.361,ir,99129.0
1970-01-01 00:04:21.380,ir,99127.0
1970-01-01 00:04:21.400,ir,99099.0
1970-01-01 00:04:21.424,ir,99140.0
1970-01-01 00:04:21.444,ir,99108.0
1970-01-01 00:04:21.464,ir,99116.0
1970-01-01 00:04:21.484,ir,99118.0
1970-01-01 00:04:21.500,ir,99118.0
1970-01-01 00:04:21.521,ir,99097.0
1970-01-01 00:04:21.541,ir,99098.0
1970-01-01 00:04:21.572,ir,99083.0
1970-01-01 00:04:21.592,ir,99091.0
1970-01-01 00:04:21.612,ir,99083.0
1970-01-01 00:04:21.632,ir,99080.0
1970-01-01 00:04:21.648,ir,99082.0
1970-01-01 00:04:21.665,ir,99079.0
1970-01-01 00:04:21.681,ir,99096.0
1970-01-01 00:04:21.709,ir,99089.0
1970-01-01 00:04:21.729,ir,99071.0
1970-01-01 00:04:21.749,ir,99076.0
1970-01-01 00:04:21.769,ir,99076.0
1970-01-01 00:04:21.785,ir,99081.0
1970-01-01 00:04:21.801,ir,99078.0
1970-01-01 00:04:21.828,ir,99080.0
1970-01-01 00:04:21.848,ir,99092.0
1970-01-01 00:04:21.860,ir,99086.0
1970-01-01 00:04:21.880,ir,99078.0
1970-01-01 00:04:21.900,ir,99074.0
1970-01-01 00:04:21.933,ir,99076.0
1970-01-01 00:04:21.949,ir,99122.0
1970-01-01 00:04:21.965,ir,99074.0
1970-01-01 00:04:21.988,ir,99089.0
1970-01-01 00:04:21.999,ir,99102.0
1970-01-01 00:04:22.019,ir,99116.0
1970-01-01 00:04:22.039,ir,99114.0
1970-01-01 00:04:22.058,ir,99139.0
1970-01-01 00:04:22.078,ir,99156.0
1970-01-01 00:04:22.109,ir,99166.0
1970-01-01 00:04:22.125,ir,99173.0
1970-01-01 00:04:22.147,ir,99172.0
1970-01-01 00:04:22.167,ir,99184.0
1970-01-01 00:04:22.187,ir,99187.0
1970-01-01 00:04:22.211,ir,99182.0
1970-01-01 00:04:22.227,ir,99191.0
1970-01-01 00:04:22.243,ir,99210.0
1970-01-01 00:04:22.259,ir,99208.0
1970-01-01 00:04:22.285,ir,99182.0
1970-01-01 00:04:22.305,ir,99190.0
1970-01-01 00:04:22.320,ir,99184.0
1970-01-01 00:04:22.340,ir,99175.0
1970-01-01 00:04:22.360,ir,99197.0
1970-01-01 00:04:22.393,ir,99191.0
1970-01-01 00:04:22.409,ir,99159.0
1970-01-01 00:04:22.425,ir,99196.0
1970-01-01 00:04:22.456,ir,99199.0
1970-01-01 00:04:22.476,ir,99204.0
1970-01-01 00:04:22.496,ir,99207.0
1970-01-01 00:04:22.517,ir,99194.0
1970-01-01 00:04:22.533,ir,99205.0
1970-01-01 00:04:22.549,ir,99215.0
1970-01-01 00:04:22.565,ir,99208.0
1970-01-01 00:04:22.581,ir,99205.0
1970-01-01 00:04:22.612,ir,99192.0
1970-01-01 00:04:22.632,ir,99205.0
1970-01-01 00:04:22.658,ir,99191.0
1970-01-01 00:04:22.678,ir,99205.0
1970-01-01 00:04:22.694,ir,99203.0
1970-01-01 00:04:22.710,ir,99165.0
1970-01-01 00:04:22.726,ir,99185.0
1970-01-01 00:04:22.749,ir,99202.0
1970-01-01 00:04:22.749,ir,99202.0
1970-01-01 00:04:22.769,ir,99210.0
1970-01-01 00:04:22.769,ir,99210.0
1970-01-01 00:04:22.789,ir,99206.0
1970-01-01 00:04:22.789,ir,99206.0
1970-01-01 00:04:22.811,ir,99194.0
1970-01-01 00:04:22.832,ir,99202.0
1970-01-01 00:04:22.849,ir,99193.0
1970-01-01 00:04:22.867,ir,99200.0
1970-01-01 00:04:22.890,ir,99192.0
1970-01-01 00:04:22.910,ir,99205.0
1970-01-01 00:04:22.937,ir,99192.0
1970-01-01 00:04:22.957,ir,99196.0
1970-01-01 00:04:22.974,ir,99191.0
1970-01-01 00:04:22.992,ir,99158.0
1970-01-01 00:04:23.009,ir,99198.0
1970-01-01 00:04:23.027,ir,99189.0
1970-01-01 00:04:23.044,ir,99189.0
1970-01-01 00:04:23.064,ir,99194.0
1970-01-01 00:04:23.084,ir,99181.0
1970-01-01 00:04:23.104,ir,99187.0
1970-01-01 00:04:23.125,ir,99201.0
1970-01-01 00:04:23.143,ir,99172.0
1970-01-01 00:04:23.161,ir,99173.0
1970-01-01 00:04:23.182,ir,99180.0
1970-01-01 00:04:23.202,ir,99170.0
1970-01-01 00:04:23.227,ir,99162.0
1970-01-01 00:04:23.247,ir,99163.0
1970-01-01 00:04:23.267,ir,99170.0
1970-01-01 00:04:23.286,ir,99155.0
1970-01-01 00:04:23.303,ir,99162.0
1970-01-01 00:04:23.321,ir,99147.0
1970-01-01 00:04:23.346,ir,99170.0
1970-01-01 00:04:23.378,ir,99157.0
1970-01-01 00:04:23.398,ir,99171.0
1970-01-01 00:04:23.418,ir,99150.0
1970-01-01 00:04:23.434,ir,99155.0
1970-01-01 00:04:23.451,ir,99165.0
1970-01-01 00:04:23.469,ir,99162.0
1970-01-01 00:04:23.490,ir,99152.0
1970-01-01 00:04:23.510,ir,99152.0
1970-01-01 00:04:23.520,ir,99148.0
1970-01-01 00:04:23.540,ir,99156.0
1970-01-01 00:04:23.560,ir,99174.0
1970-01-01 00:04:23.594,ir,99155.0
1970-01-01 00:04:23.620,ir,99168.0
1970-01-01 00:04:23.624,ir,99160.0
